t_recv_s,marker_finger_x,marker_finger_y,marker_finger_z,marker_finger_detected,marker_wrist_x,marker_wrist_y,marker_wrist_z,marker_wrist_detected
22.58703,0.169318,-0.059010,0.156211,1,0.106392,-0.042083,0.152003,1
22.61906,0.169205,-0.059403,0.155062,1,0.106280,-0.042323,0.151674,1
22.65505,0.169230,-0.059101,0.154003,1,0.106216,-0.041431,0.151372,1
22.68693,0.169174,-0.058916,0.153099,1,0.106095,-0.041794,0.151279,1
22.71905,0.169099,-0.059046,0.151695,1,0.106033,-0.041725,0.150900,1
22.75109,0.169082,-0.058650,0.150302,1,0.105952,-0.042111,0.150609,1
22.78702,0.168831,-0.059032,0.149065,1,0.105804,-0.041937,0.150353,1
22.81902,0.168680,-0.058832,0.147442,1,0.105641,-0.041987,0.149972,1
22.85501,0.168777,-0.058244,0.145827,1,0.105703,-0.041854,0.149650,1
22.88690,0.168344,-0.057923,0.144277,1,0.105296,-0.042725,0.149370,1
22.91905,0.168173,-0.058386,0.142475,1,0.105335,-0.042144,0.148899,1
22.95102,0.167992,-0.058413,0.140828,1,0.105287,-0.040941,0.148458,1
22.98702,0.167599,-0.058388,0.139052,1,0.105093,-0.041570,0.148109,1
23.01903,0.167356,-0.057923,0.137170,1,0.104987,-0.041164,0.147686,1
23.05508,0.166833,-0.058097,0.135492,1,0.104747,-0.041180,0.147346,1
23.08766,0.166332,-0.057782,0.133674,1,0.104466,-0.040985,0.146922,1
23.11908,0.165854,-0.057491,0.131899,1,0.104258,-0.040730,0.146531,1
23.15495,0.165394,-0.057553,0.130110,1,0.104156,-0.040203,0.146079,1
23.18691,0.164833,-0.057251,0.128428,1,0.103866,-0.039654,0.145727,1
23.21914,0.164301,-0.057117,0.126696,1,0.103703,-0.039840,0.145356,1
23.25508,0.163705,-0.056919,0.125118,1,0.103478,-0.039162,0.144948,1
23.28712,0.163074,-0.056828,0.123647,1,0.103249,-0.039398,0.144700,1
23.31911,0.162513,-0.056828,0.122194,1,0.103081,-0.039255,0.144366,1
23.35497,0.161932,-0.056918,0.120913,1,0.102906,-0.039189,0.144117,1
23.38695,0.161392,-0.056791,0.119683,1,0.102757,-0.039104,0.143832,1
23.41920,0.160746,-0.056796,0.118643,1,0.102460,-0.039333,0.143654,1
23.45505,0.160268,-0.057024,0.117649,1,0.102336,-0.039083,0.143382,1
23.48702,0.159787,-0.056946,0.116936,1,0.102134,-0.039193,0.143309,1
23.51904,0.159467,-0.056933,0.116138,1,0.102091,-0.039293,0.143102,1
23.55509,0.159307,-0.056723,0.115623,1,0.102080,-0.039076,0.143006,1
23.58714,0.159009,-0.056890,0.115437,1,0.101883,-0.039559,0.143025,1
23.61909,0.159127,-0.056132,0.115137,1,0.101956,-0.039072,0.142918,1
23.65510,0.159114,-0.056407,0.115223,1,0.101966,-0.038817,0.142891,1
23.68704,0.158872,-0.056258,0.115237,1,0.101678,-0.038882,0.142883,1
23.71904,0.159139,-0.056394,0.115362,1,0.101936,-0.039227,0.142969,1
23.75503,0.159358,-0.056323,0.115583,1,0.102052,-0.039016,0.142989,1
23.78718,0.159517,-0.056199,0.115965,1,0.102032,-0.038692,0.142989,1
23.81902,0.159952,-0.055865,0.116475,1,0.102229,-0.038955,0.143138,1
23.85503,0.160214,-0.056202,0.117286,1,0.102248,-0.038785,0.143304,1
23.88693,0.160737,-0.056149,0.118027,1,0.102481,-0.038904,0.143469,1
23.91892,0.160993,-0.056140,0.119087,1,0.102394,-0.038949,0.143719,1
23.95493,0.161630,-0.056195,0.119961,1,0.102743,-0.038775,0.143858,1
23.98720,0.162134,-0.055911,0.120925,1,0.102872,-0.038502,0.144004,1
24.01904,0.162666,-0.056091,0.122146,1,0.103047,-0.038728,0.144287,1
24.05507,0.163076,-0.056108,0.123652,1,0.103081,-0.038929,0.144675,1
24.08711,0.163620,-0.056558,0.124895,1,0.103356,-0.039097,0.144884,1
24.11895,0.164101,-0.056560,0.126427,1,0.103456,-0.039299,0.145255,1
24.15493,0.164708,-0.056758,0.127969,1,0.103760,-0.039270,0.145589,1
24.18702,0.165221,-0.056930,0.129436,1,0.103974,-0.039543,0.145867,1
24.21896,0.165846,-0.056923,0.131045,1,0.104231,-0.038776,0.146119,1
24.25492,0.166377,-0.056989,0.132664,1,0.104519,-0.039849,0.146589,1
24.28690,0.166817,-0.057419,0.134459,1,0.104730,-0.040605,0.147027,1
24.31907,0.167024,-0.057579,0.136384,1,0.104698,-0.040118,0.147406,1
24.35512,0.167455,-0.057919,0.138055,1,0.104964,-0.040447,0.147783,1
24.38704,0.167794,-0.058071,0.139934,1,0.105134,-0.041402,0.148314,1
24.41895,0.168098,-0.057754,0.141711,1,0.105205,-0.040911,0.148647,1
24.45501,0.168322,-0.058465,0.143487,1,0.105404,-0.041114,0.149025,1
24.48702,0.168610,-0.058394,0.145188,1,0.105583,-0.040505,0.149366,1
24.51896,0.168846,-0.058547,0.146897,1,0.105794,-0.041123,0.149796,1
24.55107,0.168809,-0.058116,0.148578,1,0.105649,-0.041495,0.150222,1
24.58702,0.169105,-0.058855,0.150072,1,0.106014,-0.041282,0.150512,1
24.61904,0.169126,-0.058818,0.151634,1,0.106019,-0.041123,0.150876,1
24.65504,0.169096,-0.059275,0.152938,1,0.106099,-0.041392,0.151122,1
24.68700,0.169140,-0.059003,0.154256,1,0.106138,-0.041300,0.151443,1
24.71900,0.169139,-0.059415,0.155447,1,0.106247,-0.041734,0.151755,1
24.75116,0.169141,-0.059203,0.156376,1,0.106241,-0.041151,0.151902,1
24.78705,0.169153,-0.059455,0.157253,1,0.106353,-0.042313,0.152219,1
24.81901,0.169234,-0.059125,0.157911,1,0.106406,-0.041977,0.152375,1
24.85500,0.169011,-0.059562,0.158451,1,0.106309,-0.041614,0.152451,1
24.88699,0.169128,-0.059247,0.158618,1,0.106362,-0.041160,0.152451,1
24.91901,0.169151,-0.058889,0.158517,1,0.106341,-0.042020,0.152473,1
24.95104,0.169130,-0.059426,0.158535,1,0.106400,-0.041920,0.152482,1
24.98703,0.169221,-0.058937,0.158533,1,0.106429,-0.041341,0.152484,1
25.01901,0.169107,-0.059206,0.158381,1,0.106315,-0.041961,0.152454,1
25.05496,0.169242,-0.059136,0.157975,1,0.106413,-0.041632,0.152359,1
25.08691,0.169245,-0.059103,0.157204,1,0.106398,-0.042419,0.152161,1
25.11893,0.169334,-0.059209,0.156281,1,0.106439,-0.042147,0.151913,1
25.15093,0.169240,-0.058980,0.155730,1,0.106264,-0.042201,0.151915,1
25.18708,0.169234,-0.059232,0.154490,1,0.106256,-0.042131,0.151542,1
25.21906,0.168931,-0.059142,0.153585,1,0.105905,-0.041643,0.151324,1
25.25505,0.169076,-0.059078,0.152467,1,0.106023,-0.041883,0.151154,1
25.28714,0.169026,-0.059410,0.150981,1,0.106032,-0.042066,0.150735,1
25.31914,0.168863,-0.059438,0.149739,1,0.105886,-0.041768,0.150450,1
25.35108,0.169011,-0.058465,0.148154,1,0.105911,-0.042167,0.150173,1
25.38720,0.168803,-0.058597,0.146486,1,0.105778,-0.042247,0.149748,1
25.41903,0.168551,-0.058554,0.145166,1,0.105559,-0.041749,0.149515,1
25.45490,0.168331,-0.058254,0.143359,1,0.105384,-0.041584,0.149045,1
25.48705,0.168021,-0.058650,0.141658,1,0.105300,-0.041558,0.148687,1
25.51906,0.167751,-0.058345,0.139965,1,0.105161,-0.041294,0.148305,1
25.55494,0.167543,-0.057890,0.137961,1,0.105075,-0.041216,0.147829,1
25.58707,0.167005,-0.057896,0.136359,1,0.104769,-0.041273,0.147511,1
25.61895,0.166595,-0.057507,0.134636,1,0.104517,-0.040653,0.147153,1
25.65512,0.166188,-0.057605,0.132695,1,0.104456,-0.040727,0.146675,1
25.68688,0.165664,-0.057580,0.131067,1,0.104202,-0.040059,0.146320,1
25.71908,0.165245,-0.056983,0.129152,1,0.104120,-0.040417,0.145906,1
25.75506,0.164509,-0.057106,0.127622,1,0.103715,-0.040180,0.145595,1
25.78703,0.164056,-0.056861,0.125885,1,0.103623,-0.040025,0.145203,1
25.81909,0.163346,-0.056996,0.124508,1,0.103318,-0.039770,0.144947,1
25.85507,0.162885,-0.056869,0.122886,1,0.103264,-0.039266,0.144524,1
25.88703,0.162091,-0.056892,0.121530,1,0.102854,-0.038794,0.144144,1
25.91907,0.161585,-0.056867,0.120392,1,0.102726,-0.038829,0.143968,1
25.95506,0.161102,-0.056939,0.119190,1,0.102648,-0.039021,0.143752,1
25.98698,0.160576,-0.056648,0.118112,1,0.102433,-0.039333,0.143549,1
26.01899,0.160041,-0.056984,0.117303,1,0.102261,-0.039112,0.143349,1
26.05507,0.159665,-0.056753,0.116447,1,0.102130,-0.039193,0.143173,1
26.08703,0.159424,-0.056496,0.115824,1,0.102063,-0.039003,0.143051,1
26.11896,0.159080,-0.056571,0.115436,1,0.101888,-0.039356,0.142960,1
26.15508,0.159059,-0.056512,0.115201,1,0.101938,-0.039255,0.142979,1
26.18708,0.159077,-0.056266,0.115110,1,0.101947,-0.038823,0.142888,1
26.21895,0.159117,-0.056454,0.115060,1,0.102045,-0.039266,0.142911,1
26.25491,0.159004,-0.056046,0.115074,1,0.101849,-0.039005,0.142915,1
26.28693,0.159175,-0.056107,0.115101,1,0.102016,-0.039348,0.142919,1
26.31893,0.159470,-0.055726,0.115602,1,0.102023,-0.038690,0.142939,1
26.35496,0.159666,-0.056363,0.116462,1,0.102046,-0.039099,0.143222,1
26.38704,0.160209,-0.056179,0.116779,1,0.102382,-0.039090,0.143218,1
26.41896,0.160463,-0.056114,0.117770,1,0.102323,-0.038675,0.143426,1
26.45508,0.160801,-0.056393,0.118567,1,0.102396,-0.039089,0.143590,1
26.48704,0.161402,-0.055943,0.119410,1,0.102635,-0.038557,0.143703,1
26.51903,0.161845,-0.055944,0.120631,1,0.102716,-0.038481,0.144036,1
26.55507,0.162419,-0.056200,0.121518,1,0.103023,-0.038466,0.144095,1
26.58704,0.163040,-0.055731,0.122835,1,0.103185,-0.038591,0.144459,1
26.61906,0.163429,-0.056382,0.124234,1,0.103332,-0.039334,0.144804,1
26.65505,0.164040,-0.056204,0.125499,1,0.103553,-0.038404,0.144930,1
26.68703,0.164563,-0.056560,0.127076,1,0.103749,-0.039304,0.145368,1
26.71904,0.165050,-0.056679,0.128641,1,0.103903,-0.040456,0.145821,1
26.75506,0.165558,-0.056671,0.130354,1,0.104079,-0.039264,0.146101,1
26.78703,0.165975,-0.057179,0.132057,1,0.104257,-0.039854,0.146485,1
26.81917,0.166510,-0.057247,0.133571,1,0.104517,-0.039664,0.146739,1
26.85504,0.167046,-0.057285,0.135333,1,0.104830,-0.040101,0.147168,1
26.88703,0.167333,-0.057733,0.137225,1,0.104916,-0.041043,0.147696,1
26.91904,0.167690,-0.057936,0.138931,1,0.105102,-0.040067,0.147912,1
26.95096,0.168014,-0.058031,0.140794,1,0.105255,-0.040637,0.148393,1
26.98707,0.168399,-0.057661,0.142469,1,0.105403,-0.041165,0.148845,1
27.01908,0.168546,-0.058053,0.144260,1,0.105501,-0.040042,0.149087,1
27.05503,0.168650,-0.058930,0.146054,1,0.105674,-0.041558,0.149626,1
27.08704,0.168817,-0.058957,0.147742,1,0.105787,-0.041184,0.149975,1
27.11902,0.169008,-0.058482,0.149419,1,0.105878,-0.041417,0.150401,1
27.15106,0.169048,-0.059288,0.150947,1,0.106018,-0.041175,0.150721,1
27.18701,0.169127,-0.059011,0.152279,1,0.106058,-0.041430,0.151026,1
27.21889,0.169222,-0.059085,0.153639,1,0.106181,-0.041273,0.151327,1
27.25502,0.169151,-0.059062,0.154927,1,0.106167,-0.041806,0.151667,1
27.28703,0.169137,-0.059416,0.155973,1,0.106262,-0.041321,0.151835,1
27.31905,0.169136,-0.059402,0.156912,1,0.106323,-0.041819,0.152113,1
27.35107,0.169096,-0.059217,0.157679,1,0.106257,-0.041992,0.152317,1
27.38705,0.169210,-0.059369,0.158157,1,0.106459,-0.041215,0.152353,1
27.41904,0.169155,-0.058922,0.158639,1,0.106366,-0.041244,0.152478,1
27.45506,0.169158,-0.059311,0.158706,1,0.106440,-0.041107,0.152453,1
27.48692,0.169228,-0.058950,0.158626,1,0.106418,-0.041564,0.152454,1
27.51903,0.168995,-0.059529,0.158774,1,0.106305,-0.041535,0.152506,1
27.55090,0.169040,-0.059276,0.158751,1,0.106300,-0.041937,0.152544,1
27.58703,0.169223,-0.058830,0.158373,1,0.106369,-0.041260,0.152433,1
27.61889,0.169172,-0.059579,0.157583,1,0.106387,-0.042694,0.152314,1
27.65519,0.169123,-0.059482,0.156841,1,0.106299,-0.041480,0.152011,1
27.68702,0.169093,-0.059184,0.156310,1,0.106190,-0.041744,0.152015,1
27.71891,0.169300,-0.059082,0.154977,1,0.106325,-0.042307,0.151638,1
27.75101,0.169182,-0.059380,0.154037,1,0.106218,-0.041730,0.151409,1
27.78715,0.169158,-0.058929,0.153064,1,0.106094,-0.041849,0.151276,1
27.81915,0.169086,-0.059147,0.151587,1,0.106040,-0.041979,0.150821,1
27.85488,0.168956,-0.058960,0.150491,1,0.105868,-0.042257,0.150700,1
27.88707,0.168994,-0.058730,0.149016,1,0.105906,-0.041988,0.150354,1
27.91904,0.168726,-0.058955,0.147396,1,0.105714,-0.041822,0.149906,1
27.95102,0.168722,-0.058278,0.145855,1,0.105652,-0.041678,0.149636,1
27.98707,0.168564,-0.057980,0.144147,1,0.105530,-0.041927,0.149269,1
28.01905,0.168224,-0.058187,0.142505,1,0.105336,-0.041892,0.148889,1
28.05503,0.167991,-0.058341,0.140830,1,0.105262,-0.041732,0.148527,1
28.08706,0.167551,-0.058422,0.139114,1,0.105044,-0.041669,0.148161,1
28.11906,0.167234,-0.058191,0.137312,1,0.104904,-0.041574,0.147765,1
28.15504,0.166845,-0.057992,0.135398,1,0.104745,-0.041225,0.147286,1
28.18695,0.166376,-0.057779,0.133662,1,0.104520,-0.041149,0.146965,1
28.21905,0.165984,-0.057434,0.131826,1,0.104377,-0.040707,0.146536,1
28.25504,0.165370,-0.057631,0.130122,1,0.104127,-0.040236,0.146080,1
28.28702,0.164884,-0.057053,0.128320,1,0.103920,-0.039950,0.145708,1
28.31906,0.164278,-0.057359,0.126794,1,0.103727,-0.039810,0.145427,1
28.35506,0.163697,-0.056931,0.125171,1,0.103464,-0.039289,0.144977,1
28.38719,0.163149,-0.057065,0.123594,1,0.103366,-0.039791,0.144696,1
28.41905,0.162407,-0.056730,0.122202,1,0.102967,-0.039097,0.144365,1
28.45491,0.161909,-0.056666,0.120873,1,0.102858,-0.038913,0.144064,1
28.48704,0.161245,-0.056880,0.119762,1,0.102582,-0.039346,0.143883,1
28.51905,0.160676,-0.056872,0.118658,1,0.102395,-0.039471,0.143682,1
28.55490,0.160342,-0.056462,0.117559,1,0.102352,-0.039112,0.143380,1
28.58705,0.159842,-0.057041,0.116832,1,0.102208,-0.039150,0.143244,1
28.61905,0.159507,-0.056711,0.116047,1,0.102100,-0.038981,0.143035,1
28.65492,0.159187,-0.056695,0.115742,1,0.101933,-0.038691,0.143012,1
28.68704,0.159035,-0.056844,0.115317,1,0.101940,-0.039422,0.142947,1
28.71904,0.159119,-0.056186,0.115201,1,0.101931,-0.038795,0.142863,1
28.75490,0.159000,-0.056767,0.115485,1,0.101853,-0.039252,0.143033,1
28.78704,0.159061,-0.056582,0.115266,1,0.101935,-0.038977,0.142880,1
28.81905,0.159056,-0.056851,0.115487,1,0.101914,-0.039411,0.143043,1
28.85489,0.159104,-0.056496,0.115549,1,0.101831,-0.039206,0.143002,1
28.88704,0.159654,-0.056002,0.115970,1,0.102129,-0.038556,0.143037,1
28.91906,0.159952,-0.056038,0.116644,1,0.102193,-0.038843,0.143253,1
28.95491,0.160247,-0.056186,0.117192,1,0.102307,-0.039056,0.143285,1
28.98707,0.160724,-0.055924,0.118131,1,0.102420,-0.038728,0.143513,1
29.01917,0.161117,-0.056432,0.118959,1,0.102591,-0.038998,0.143670,1
29.05489,0.161553,-0.056167,0.119940,1,0.102658,-0.038612,0.143811,1
29.08690,0.162013,-0.056166,0.121136,1,0.102753,-0.038989,0.144151,1
29.11892,0.162592,-0.056155,0.122194,1,0.102983,-0.038760,0.144278,1
29.15511,0.163226,-0.055999,0.123521,1,0.103236,-0.038464,0.144590,1
29.18704,0.163585,-0.056270,0.124874,1,0.103278,-0.039030,0.144895,1
29.21907,0.164261,-0.056082,0.126275,1,0.103568,-0.039244,0.145206,1
29.25504,0.164782,-0.056807,0.127942,1,0.103864,-0.039813,0.145645,1
29.28703,0.165295,-0.056697,0.129370,1,0.104027,-0.039556,0.145865,1
29.31903,0.165799,-0.056876,0.131100,1,0.104177,-0.039441,0.146216,1
29.35516,0.166323,-0.057195,0.132765,1,0.104484,-0.040194,0.146652,1
29.38736,0.166559,-0.057580,0.134656,1,0.104460,-0.040096,0.147019,1
29.41903,0.167153,-0.057710,0.136359,1,0.104856,-0.040504,0.147456,1
29.45487,0.167513,-0.057890,0.138006,1,0.105022,-0.040427,0.147757,1
29.48702,0.167868,-0.058050,0.139917,1,0.105181,-0.040943,0.148272,1
29.51902,0.168119,-0.057774,0.141723,1,0.105224,-0.040652,0.148639,1
29.55089,0.168376,-0.058426,0.143429,1,0.105460,-0.040762,0.148953,1
29.58701,0.168667,-0.058544,0.145140,1,0.105673,-0.040726,0.149360,1
29.61889,0.168742,-0.058636,0.146943,1,0.105686,-0.041092,0.149798,1
29.65507,0.169009,-0.058549,0.148452,1,0.105900,-0.040807,0.150087,1
29.68701,0.168972,-0.058672,0.150094,1,0.105868,-0.041287,0.150494,1
29.71916,0.168941,-0.058996,0.151690,1,0.105859,-0.041020,0.150857,1
29.75100,0.169197,-0.058861,0.153022,1,0.106126,-0.041599,0.151229,1
29.78701,0.169219,-0.059002,0.154229,1,0.106189,-0.041413,0.151456,1
29.81902,0.169088,-0.059709,0.155445,1,0.106249,-0.041890,0.151741,1
29.85502,0.169276,-0.059305,0.156357,1,0.106388,-0.041627,0.151956,1
29.88702,0.169378,-0.059217,0.157060,1,0.106541,-0.042545,0.152162,1
29.91903,0.169135,-0.059566,0.157914,1,0.106381,-0.041305,0.152281,1
29.95106,0.169185,-0.058958,0.158457,1,0.106347,-0.041151,0.152442,1
29.98710,0.169060,-0.058862,0.158598,1,0.106239,-0.041551,0.152466,1
30.01904,0.169231,-0.058893,0.158525,1,0.106388,-0.041079,0.152405,1
30.05500,0.169107,-0.059410,0.158581,1,0.106379,-0.041898,0.152512,1
30.08721,0.169227,-0.059058,0.158552,1,0.106408,-0.041351,0.152470,1
30.11902,0.169102,-0.059657,0.158360,1,0.106405,-0.041999,0.152405,1
30.15121,0.169149,-0.059245,0.158106,1,0.106348,-0.040930,0.152362,1
30.18701,0.169232,-0.059383,0.157214,1,0.106409,-0.042476,0.152189,1
30.21904,0.169169,-0.059572,0.156268,1,0.106353,-0.041853,0.151846,1
30.25500,0.169216,-0.059202,0.155657,1,0.106287,-0.042306,0.151874,1
30.28712,0.169200,-0.059285,0.154506,1,0.106236,-0.042298,0.151549,1
30.31906,0.169363,-0.058741,0.153347,1,0.106266,-0.041455,0.151234,1
30.35107,0.169136,-0.059135,0.152409,1,0.106103,-0.042678,0.151186,1
30.38689,0.169163,-0.058901,0.150802,1,0.106083,-0.042152,0.150685,1
30.41888,0.168800,-0.059496,0.149803,1,0.105828,-0.041828,0.150497,1
30.45508,0.168815,-0.058588,0.148265,1,0.105726,-0.042220,0.150222,1
30.48700,0.168605,-0.059164,0.146582,1,0.105654,-0.042110,0.149753,1
30.51904,0.168433,-0.058528,0.145171,1,0.105423,-0.041677,0.149488,1
30.55105,0.168455,-0.057999,0.143285,1,0.105488,-0.042125,0.149100,1
